date,visits,day,month,week,year,black_Friday,easter,stores_open,payday_week
25/12/2019,1608187,Wed,Dec,35,2019,0,0,1,1
26/12/2019,2939025,Thu,Dec,35,2019,0,0,1,1
27/12/2019,2188014,Fri,Dec,35,2019,0,0,1,1
28/12/2019,1865964,Sat,Dec,35,2019,0,0,1,1
29/12/2019,1674584,Sun,Dec,36,2019,0,0,1,1
30/12/2019,1669924,Mon,Dec,36,2019,0,0,1,1
31/12/2019,1258201,Tue,Dec,36,2019,0,0,1,1
01/01/2020,1349729,Wed,Jan,36,2020,0,0,1,0
02/01/2020,1256199,Thu,Jan,36,2020,0,0,1,0
03/01/2020,1278705,Fri,Jan,36,2020,0,0,1,0
04/01/2020,1264783,Sat,Jan,36,2020,0,0,1,0
05/01/2020,1125072,Sun,Jan,37,2020,0,0,1,0
